User Id,Quesh,Quesh Date,Respo,Respo Rating,Respo Comment
229,What is something that you've learned to accept?,2022-02-20,sometimes you have to let friends go to be the best version of yourself,4,...
228,What is something that you've learned to accept?,2022-02-20,Life is seldom what you thought it would be. ,4,...
227,What is something that you've learned to accept?,2022-02-20,Hogwarts is not real :(,4,...
226,What is something that you've learned to accept?,2022-02-20,"That I am here and not there. That sounds really obtuse aloud! The story is I have this tendency to daydream that self-love and self-realization would be easier had I not ended up back in my hometown. But I chose to come back here. I am here. Not there. And Ive had to learn to accept that fact so I can start to learn to love & be proud of who I am here right now, and by extension, learn to heal & forgive & even maybe be proud of parts of who I used to be when I was here back then.",3,...
147,What is something that you've learned to accept?,2022-02-20,That Oscar Isaac will never be my boyfriend. ?,3,...
225,What is something that you've learned to accept?,2022-02-20,Getting old is inevitable but how you are when you are old is a choice,0,
224,What is something that you've learned to accept?,2022-02-20,Clutter is a part of me. ,0,
223,What is something that you've learned to accept?,2022-02-20,"That everyone has their shit. Everyone is flawed, in different ways.",5,...
222,What is something that you've learned to accept?,2022-02-20,theres not enough hours in a day to work and rest if all you wanna do is work,3,...
170,What is something that you've learned to accept?,2022-02-20,"That I can't teach my husband how to clean after himself!!!? 2 years in of living together I accept that sweeping the floors, washing dishes and cleaning is my duty, we have come to the conclusion that he regularly takes out the trash! ",3,...
172,What is something that you've learned to accept?,2022-02-20,"Dont worry about what you cannot control. Our focus and energy needs to be on the things we can control. Attitude, perception, effort, mindset, focus - those are the things we can control. ??",3,...
6,What is something that you've learned to accept?,2022-02-20,That Im not perfect! ,5,...
114,What is something that you've learned to accept?,2022-02-20,Ive learned to accept I cant stress over situations I have no control it has been difficult but I think Im coming to terms with it ,5,...
163,What is something that you've learned to accept?,2022-02-20,"In all honesty, I dont think I can learn to accept things if they dont meet the standards I have in my life. That only really applies to myself and my goals; my passions will always have no limits, no ceiling to stop me from growing. What I have learned to accept though is that I deserve love and happiness just as much as the next person. ",5,...
51,What is something that you've learned to accept?,2022-02-20,Very first two that come to mind : - Im far from perfect. No sense in pretending I have all my stuff together or dont make plenty of mistakes. - there are peaks & valleys. Happiness & sadness are always temporary. You just need to keep moving forward trying to make things the best you can Lots of things though acceptance comes with age & experience. Sure Ill learn plenty more. ,4,...
130,What is something that you've learned to accept?,2022-02-20,I've learned there are always going to be haters and negative people. I've tried to help a few over the years but sometimes it was futile. Now I just stop absorb and keep stepping.,5,
186,What is something that you've learned to accept?,2022-02-20,"It took me a while, but I have accepted that I cant be all things to all people all the time. It was really hard to give myself permission to feel ok about that and still feel like Im a good human. Its still hard sometimes!! ",4,...
5,What is something that you've learned to accept?,2022-02-20,Caring less about what people think of meand accepting my self worth and inner peace as being more important than their opinions.?,5,...
156,What is something that you've learned to accept?,2022-02-20,Being diagnosed and living with what *could* potentially be a debilitating/disabling autoimmune disease.,4,...
67,What is something that you've learned to accept?,2022-02-20,Flight delays lol ,3,...
15,What is something that you've learned to accept?,2022-02-20,As much as you try to help others you can only lead the horse to the water you cant make it drink it ,5,...
4,What is something that you've learned to accept?,2022-02-20,"Everyone thinks differently! ? Ive learned to love the quote, Everybody is a genius. But if you judge a fish by its ability to climb a tree, it will live its whole life believing that it is stupid. - Albert Einstein",5,...
11,What is something that you've learned to accept?,2022-02-20,"Ive learned to accept that a slow, careful approach is almost always better. Of course, my instinct is still to get things done quickly and keep it moving! ? ",5,...
14,What was your favorite food growing up and what is it now?,2022-02-19,"Idk, variety is the spice of life ",5,...
67,What was your favorite food growing up and what is it now?,2022-02-19,Sushi and sushi! Consistency is key ? ,3,...
170,What was your favorite food growing up and what is it now?,2022-02-19,"My favourite food growing up was probably stewed cabbage soup (Eastern European dish) Now, I love Wok's with Chicken",3,...
51,What was your favorite food growing up and what is it now?,2022-02-19,Then : probably steak & lobster Now : probably steak & lobster ? + ? ftw ? ,4,...
172,What was your favorite food growing up and what is it now?,2022-02-19,"Pickles. Definitely pickles. I loved pickles then, now even. ? even the spicy kind. ? ? ?? juice and everythingggg. Hmmmm and now? There is not really any food that I do not love. Kinda obsessed with food in general. ? but foreal definitely depends on what my body is craving. ?",5,Such a gooood question!!!(:
15,What was your favorite food growing up and what is it now?,2022-02-19,It was chicken cutlets and it still is! I love me some spaghetti and meatballs but I dont have it all the time I try to eat healthier ,5,...
6,What was your favorite food growing up and what is it now?,2022-02-19,Bagels My nickname in my family became the bagel baby because I would eat one every day. Now I would have to say pasta. I know its generic but theres so much you can do with it! The options are endless! ,5,...
130,What was your favorite food growing up and what is it now?,2022-02-19,I'm not sure what it was growing up but now its shrimp scampi.,5,
75,What was your favorite food growing up and what is it now?,2022-02-19,My favorite breakfast was an English muffin with peanut butter and a Mt Dew ? Now it's a bagel with lox and cream cheese and a coffee.,5,
118,What was your favorite food growing up and what is it now?,2022-02-19,Pizza growing up. Pizza now. Pizza always ,0,
186,What was your favorite food growing up and what is it now?,2022-02-19,"growing up: velveeta mac n cheese, my grandmas ghoulash or her spaghetti w tomato soup, refried in the pan with butter! I still make those two today! now: a very nicely and perfectly cooked steak from Ruths Chris (because the plate comes out 500° and keeps your steak warm to the last bite!!)",3,...
114,What was your favorite food growing up and what is it now?,2022-02-19,"Growing up: Refried beans with melted cheese now: refried beans with melted cheese. Yeap, the best comfort food in the world. ",5,...
156,What was your favorite food growing up and what is it now?,2022-02-19,Gosh this is a tough question - Im not sure how to narrow this down to one favorite. Growing up I was very into sweets. As an adult my taste buds have shifted towards a preference for savory. ,4,...
5,What was your favorite food growing up and what is it now?,2022-02-19,Pizza and it still remains the same!??,5,...
11,What was your favorite food growing up and what is it now?,2022-02-19,"Growing up, Im sure my favorite food was pizza and nachos. Now, its Mexican food, followed closely by Indian food. ? ",5,...
4,What was your favorite food growing up and what is it now?,2022-02-19,Growing Up: Chicken Pot Pie ? ? Now: Chicken Piccata ?? ,5,...
6,What form of art fascinates you most?,2022-02-18,Photography and music!,5,...
77,What form of art fascinates you most?,2022-02-18,Not sure Im just starting to get in art and going to museums.,5,...
84,What form of art fascinates you most?,2022-02-18,Sculpture (all kinds) for visual arts and contemporary ballet for performance arts. ,0,
172,What form of art fascinates you most?,2022-02-18,Natures art. ?,5,...
157,What form of art fascinates you most?,2022-02-18,Dance and musical theater!,5,...
221,What form of art fascinates you most?,2022-02-18,"Literature for sure, but Im fascinated by all of them. Music and film arent far behind. I really enjoy thinking about what each medium can express that others cant. ",5,...
210,What form of art fascinates you most?,2022-02-18,Music! ,3,...
5,What form of art fascinates you most?,2022-02-18,"First and foremost, I absolutely love my daughters photography photos! ? She has an amazing eye ? ?? I also enjoy Theatre ? Musicals ?",5,...
14,What form of art fascinates you most?,2022-02-18,Wall art anything painted/drawn,5,...
51,What form of art fascinates you most?,2022-02-18,"Visual Arts is kinda my thought here.. - filmmaking / cinematography : I follow cinematographers or directors careers more closely than actors - painting/drawing : I love how people can take imagines from their mind & physically produce them on an empty canvas. Ive love going to art museums, exhibits (Immersive Van Gogh Chicago in the shared pic) & absolutely strive to collect art if I ever have the monetary ability (or a big enough home lol) ",4,...
67,What form of art fascinates you most?,2022-02-18,Abstract but I also love pop art,3,...
130,What form of art fascinates you most?,2022-02-18,Sand sculptures,5,
9,What form of art fascinates you most?,2022-02-18,"Art in itself is interpreted and can be viewed by each individual on its on level, for me most forms of crazy contemporary art fascinates me that they can actually call it art. I.E Banana with duct tape ",5,...
22,What form of art fascinates you most?,2022-02-18,pottery ! ,5,...
114,What form of art fascinates you most?,2022-02-18,"This is a tough one I can only narrow it down to 3: painting, sculpture and cinema. Sculpture intrigued me the most because it is the most distant from what Ive ever tried ",5,...
186,What form of art fascinates you most?,2022-02-18,I love Van Gogh. Mostly because my daughter got super enthralled when she was in preschool during an art lesson. We have spent hours researching and completing art projects in his name. We were fortunate to go to Paris before the pandemic and took in the immersive experience during its inception. What a phenom it is now! Can you find her in this photo?! ,4,...
163,What form of art fascinates you most?,2022-02-18,Abstract; gives you the opportunity to solve the artists hidden message,3,...
219,What form of art fascinates you most?,2022-02-18,"Drawings done by children. Simplistic ( but not) , abstract, colorful and always inspired. Drawing for my kids was always exhilarating. Even the most simple scribbles were meaningful and they came up with the most fascinating and often humorous explanations. ",3,...
15,What form of art fascinates you most?,2022-02-18,I went to Italy and took a class on Italian art and the sculptures fascinated me because during that time they only had a chisel and hammer on marble. So sophisticated at the time and still till this day it boggles me how that was done,5,...
156,What form of art fascinates you most?,2022-02-18,"Music. Its something that I think most people have an appreciation for and genuine interest in. Music has the ability to alter your mood, can change the aesthetic in the environment and can affect the impact of a scene in a film. Even studies with plants show that plant life can be affected by different genres of music. That is pretty freaking fascinating!! ",5,...
147,What form of art fascinates you most?,2022-02-18,Sculpture. Like how do they get a statue out of a block of marble?! And if the artist makes one mistake do they have to start over???,3,...
11,What form of art fascinates you most?,2022-02-18,Probably poetry.,5,...
4,What form of art fascinates you most?,2022-02-18,I am fascinated by homoerotic art. One of my favorite artist is Tom of Finland ??,5,...
221,What is something that comes naturally to you?,2022-02-17,Spending money,4,...
157,What is something that comes naturally to you?,2022-02-17,"This one took me some time to think about because at first, I was going to say dancing. I thought about how I started from a young age as a dancer and competed for many years, so now picking up dances or routines comes quickly to me, but is that considered natural or something Ive learned? Then I started thinking about myself and my gut reaction to situations, which is to be nurturing. Taking care of people and encouraging and supporting friends and family has always been my natural response. So Im not sure if dancing or my nurturing nature is the correct answer, but those are what Im going with! ?",5,...
6,What is something that comes naturally to you?,2022-02-17,Kindness and being artsy! ,5,...
48,What is something that comes naturally to you?,2022-02-17,Event planning ??and Directions ? ? ,0,
51,What is something that comes naturally to you?,2022-02-17,"Public speaking. It didnt used to, or at least I was really nervous about it.. but between high school & college I did a lot of public speaking & presenting in front of audiences. It helps Im naturally a pretty calm & steady speaker.. so even if I am nervous its usually hard to tell. It made power point presentations pretty easy haha ?",5,...
172,What is something that comes naturally to you?,2022-02-17,Being joyful and energetic (: because everything is a choice. ??,5,...
5,What is something that comes naturally to you?,2022-02-17,"Loving God & being his child. Being a Mother to my 3 beautiful children. Being a Wife to my amazing husband. Assisting and caring for the Elderly, the sick & dying population. Having compassion, empathy and integrity In everything I do. ",5,...
4,What is something that comes naturally to you?,2022-02-17,Creativity and fun!!!! ??,5,...
84,What is something that comes naturally to you?,2022-02-17,Sleep! I always feel bad when people say they have a hard time sleeping. I can sleep on command. Once I was being evacuated off an island before a hurricane in a 9 seater plane. It was terrifying. I put on my headphones (a discman - ha) and went to sleep. My friends woke me up as we flew out of the storm into clear skies. ,3,...
147,What is something that comes naturally to you?,2022-02-17,Wanting to pet all the dogs I see when Im out and about. I do try to restrain it and only pet the dogs who seem to especially want it and that are with people who seem to want you to pet their dog. ,3,...
22,What is something that comes naturally to you?,2022-02-17,Pressing snooze on my wake up alarm ?,5,...
31,What is something that comes naturally to you?,2022-02-17,Being thoughtful. ,3,...
9,What is something that comes naturally to you?,2022-02-17,Unconditional love and understanding ,5,...
130,What is something that comes naturally to you?,2022-02-17,Helping and giving to others ,5,
156,What is something that comes naturally to you?,2022-02-17,Hmmmmm I guess my answer to this question is public speaking. ? I have no problem being the person picked on to speak in a meeting or asked to give a last minute presentation.,4,...
207,What is something that comes naturally to you?,2022-02-17,"Making things work, problem solving.",5,...
15,What is something that comes naturally to you?,2022-02-17,"Listening, cooking/ baking and pool",5,...
11,What is something that comes naturally to you?,2022-02-17,I find it easy to develop rapport with most people and Im also naturally pretty good at designing/decorating interior spaces. ,5,...
163,What is something that comes naturally to you?,2022-02-17,Helping people. ,1,...
6,Crunchy Peanut Butter or Smooth?,2022-02-16,Smoothhhhhhh,5,...
185,Crunchy Peanut Butter or Smooth?,2022-02-16,Teddie chunky peanut butter all the way as I dont live far from where it originated! ,3,Meh and a tad overwhelmed 
81,Crunchy Peanut Butter or Smooth?,2022-02-16,Definitely crunchy Teddys ,3,...
81,"What African-American artist, inventor or hero do you admire?",2022-02-15,Maya Angelo,0,
157,Crunchy Peanut Butter or Smooth?,2022-02-16,Smooth?,5,...
170,Crunchy Peanut Butter or Smooth?,2022-02-16,"Neither!! It's an american thing that I never grew up eating, so I prefer Nutella 100/10 ",5,Switch it up a little? A lot of questions are specifically America based
22,Crunchy Peanut Butter or Smooth?,2022-02-16,both anytime all the time pb is one of my fav foods ????,5,...
48,Crunchy Peanut Butter or Smooth?,2022-02-16,Crunchy all the way!,0,
51,Crunchy Peanut Butter or Smooth?,2022-02-16,"Gotta be smooth. Look, Im cool with peanuts - so its not like I have a problem with crunchy peanut butter. Its all about the application. The things Im adding peanut butter to, it just works better if that PB is smooth. If youre a chunky lover, thats cool.. Im with it.. its just not my jam. (pb&j pun)",4,...
75,Crunchy Peanut Butter or Smooth?,2022-02-16,"Controversial subject in our household. I am a Smooth perso, my husband contends that Crunchy is the only way to go.",5,
172,Crunchy Peanut Butter or Smooth?,2022-02-16,Are we kidding? Crunchy all the way. ?,5,...
77,Crunchy Peanut Butter or Smooth?,2022-02-16,As a kid I like smooth but as a adult I love them both.,5,...
5,Crunchy Peanut Butter or Smooth?,2022-02-16,Smooth! ,5,...
14,Crunchy Peanut Butter or Smooth?,2022-02-16,Both ,5,...
195,Crunchy Peanut Butter or Smooth?,2022-02-16,Smooth!!,2,...
147,Crunchy Peanut Butter or Smooth?,2022-02-16,SMOOTH!!! ,5,...
67,Crunchy Peanut Butter or Smooth?,2022-02-16,Smooth ,3,...
130,Crunchy Peanut Butter or Smooth?,2022-02-16,I actually like both depends on what I'm putting it on.,5,
9,Crunchy Peanut Butter or Smooth?,2022-02-16,Smooth,5,...
186,Crunchy Peanut Butter or Smooth?,2022-02-16,crunchy all the way!,5,...
118,Crunchy Peanut Butter or Smooth?,2022-02-16,Crunchy!!!,0,
156,Crunchy Peanut Butter or Smooth?,2022-02-16,"Both- it depends! Crunchy is best on toast, with apple slices or eaten right off the spoon. Creamy is best for making PB cookies, mixing into smoothies or as a dip for my toddler. Crunchy or smoothPeanut butter is the best! I especially love the Teddys brand, unsalted. ???",3,...
15,Crunchy Peanut Butter or Smooth?,2022-02-16,I like both but I usually go with smooth ,5,...
1,Crunchy Peanut Butter or Smooth?,2022-02-16,Crunchy peanut butter ,3,
11,Crunchy Peanut Butter or Smooth?,2022-02-16,Crunchy! ? ,5,...
4,Crunchy Peanut Butter or Smooth?,2022-02-16,Crunchy. On everything. ?,4,...
77,"What African-American artist, inventor or hero do you admire?",2022-02-15,I cannot just say one person I admire. I admire them all because they paved the way for our freedom and show us the to have strength to fight and overcome diversity.,5,...
157,"What African-American artist, inventor or hero do you admire?",2022-02-15,Debbie Allen?,5,...
84,"What African-American artist, inventor or hero do you admire?",2022-02-15,"If I am picking only one, Ill say Michelle Obama. She has been such an incredible and enduring inspiration throughout my adult life.",0,
221,"What African-American artist, inventor or hero do you admire?",2022-02-15,John Coltrane,5,...
15,"What African-American artist, inventor or hero do you admire?",2022-02-15,Denzel Washington and Viola Davis hands down. So diverse with their roles and they always do something with purpose.,5,...
200,"What African-American artist, inventor or hero do you admire?",2022-02-15,Nina Simone ,3,...
6,"What African-American artist, inventor or hero do you admire?",2022-02-15,"Kehlani, also my two wonderful brothers that I look up to and my mother ?",5,...
172,"What African-American artist, inventor or hero do you admire?",2022-02-15,Bob Marley. ?,3,...
51,"What African-American artist, inventor or hero do you admire?",2022-02-15,"Artist : Jean-Michel Basquiat self taught from Brooklyn, his influence left a huge mark on expressive culture of the 80s and 90s, from music to fashion & beyond So many heroes I cant think of starting to name without feeling guilty for neglecting others. Artists dont get enough praise, so Ill let Basquiat own this answer from me today EDIT : many of you mention Maya Angelou here (love it).. her book Life Doesnt Frighten Me features cover art by JMB ",5,...
67,"What African-American artist, inventor or hero do you admire?",2022-02-15,Amanda Gorman is utterly amazing! ,3,...
9,"What African-American artist, inventor or hero do you admire?",2022-02-15,Thomas L Jennings,5,...
5,"What African-American artist, inventor or hero do you admire?",2022-02-15,Barack Obama is my hero! Along with so many other African American women & men.??? I also LOVE John Lewis as well as MLK.,5,...
219,"What African-American artist, inventor or hero do you admire?",2022-02-15,These are just a few off the top of my head Maya Angelou Michelle and Barack Obama Kobe Bryant Martin Luther King Serena Williams ,3,...
147,"What African-American artist, inventor or hero do you admire?",2022-02-15,Harriet Tubman is the first that popped into my head. I was a fan of history as a kid and remember reading about her story and being amazed. ,5,...
14,"What African-American artist, inventor or hero do you admire?",2022-02-15,Thomas Andrews ?,5,...
130,"What African-American artist, inventor or hero do you admire?",2022-02-15,Tyler Perry of course for bringing real life topics to the stage and movies.,5,
186,"What African-American artist, inventor or hero do you admire?",2022-02-15,Maya Angelou is at the top of my list. Her grace and introspection into who we could and need to be are unmatched. Her words just seep into your soul and take harbor there. I could listen to her read her works for hours. ?,5,...
118,"What African-American artist, inventor or hero do you admire?",2022-02-15,RIP Prince,0,
156,"What African-American artist, inventor or hero do you admire?",2022-02-15,Rihanna keeps coming to mind. She is a great artists who follows her passion and donates immensely to charity. ,3,...
11,"What African-American artist, inventor or hero do you admire?",2022-02-15,Maya Angelouwhat an incredible person.,5,...
4,"What African-American artist, inventor or hero do you admire?",2022-02-15,My Mom Aretha Franklin Beyoncé Rhianna President Obama Michelle Obama Vice President Harris Bessie Coleman Lebron James MLK Jr. The list goes on Happy Black History Month! ?,5,...
174,Who do you love?,2022-02-14,Olivia,3,...
81,Who do you love?,2022-02-14,Family and true friends ,3,...
48,Who do you love?,2022-02-14,My pets ? Lumen & ?? Stormi,3,...
9,Who do you love?,2022-02-14,Myself,5,...
157,Who do you love?,2022-02-14,My family and friends,5,...
163,Who do you love?,2022-02-14,"Myself, my love Jack, my kitty, my sisters, my parents, my family and Jacks family !",5,...
33,Who do you love?,2022-02-14,My grandparents ,5,...
170,Who do you love?,2022-02-14,"I love many people and creatures. All of my dogs(have 4 now), my family, my best friend as cousin as well I have to specially highlight my fiancé, who I am getting married to, this week!",5,...
219,Who do you love?,2022-02-14,"I love my family, I love my friends that are like family and I love the children that I teach as if they were my ownand my dog, who I can always count on to stay small, always need me, and never leave me! ",3,...
51,Who do you love?,2022-02-14,"My son My wife My mom My two sisters My cousins My in-laws My close friends My dog Love is so unique because theres so many ways to feel it. My love for little family.. my son, wife & dog.. is unlike anything else ive had in my life.. which makes total sense, but man, its great. Im so filled with gratitude to have the people I love in my life ",5,...
210,Who do you love?,2022-02-14,The people in my life right now! ,3,...
172,Who do you love?,2022-02-14,"I love the important people in my life, of course. Though I do genuinely have love for every heart that beats. ?",3,...
5,Who do you love?,2022-02-14,Most of the world???? HAPPY VALENTINES DAY MY FELLOW FRIENDS ON OneQuesh!? Thank you all for connecting with me & helping make this world a better placeOne Question at a time. ??? ???????????,5,...
6,Who do you love?,2022-02-14,Myself! Working at it everyday of course my family and friends too?,5,...
147,Who do you love?,2022-02-14,Too many people to name them all! ,1,...
75,Who do you love?,2022-02-14,"my husband, my kids, my family. My fantastic mother-in-law, the girls in my performing troupe. My three crazy cats. My bestie since kindergarten.",5,
14,Who do you love?,2022-02-14,My family and friends,5,...
186,Who do you love?,2022-02-14,"these jokesters ?? they are my rock. they make life fun and my kiddos keep me on my toes - so proud to see the humans they are becoming. my husbands unconditional love is beyond measure - I dont make it easy, thats for sure. dont know what I did to deserve them, but Im glad they are mine. ??",3,...
130,Who do you love?,2022-02-14,Jesus,5,
67,Who do you love?,2022-02-14,"My little family!! My husband, Ryan and our daughter, Heidi with our two dogs, Rey and Lulu!",3,...
15,Who do you love?,2022-02-14,"My family, friends and guy. Very grateful for the ones who have stood by me that love is unconditional ",5,...
156,Who do you love?,2022-02-14,My husband ?? My son ?? My cat? My friends & family ? Myself ?,5,...
11,Who do you love?,2022-02-14,Im trying really hard to love everyone. I think Ill bake a cake made out of rainbows and smiles. And we can all just share it and be happy. But none for Gretchen Weiners. ,4,...
4,Who do you love?,2022-02-14,? My Family ? Friends ? The OQ Team ? The OQ Community ? Beyoncé ? Authentic People ? Kind People ? All My Angels Up In Heaven,5,...
77,What Super Bowl commercial do you love?,2022-02-13,M&M,5,...
219,What Super Bowl commercial do you love?,2022-02-13,"Your cousinfrom Boston. Beat boxin fox, twerking bear",3,...
201,What Super Bowl commercial do you love?,2022-02-13,I like the Budweiser beer ones with the puppies becoming best friends with a horse ,3,...
9,What Super Bowl commercial do you love?,2022-02-13,Budweiser horses and dogs any commercials,5,...
6,What Super Bowl commercial do you love?,2022-02-13,None. I like the game!,5,...
172,What Super Bowl commercial do you love?,2022-02-13,I dont watch the Super Bowl. ?,3,...
157,What Super Bowl commercial do you love?,2022-02-13,Budweiser Puppy Love gets me every time? ,5,...
51,What Super Bowl commercial do you love?,2022-02-13,"Im trying to remember which ones have really stuck with me Its different every year & I dont drink the beer, but Budweiser always delivers Clydesdales, dogs.. its just always something that makes you feel American. I dig it ",4,...
118,What Super Bowl commercial do you love?,2022-02-13,https://youtu.be/yXp7c-nfUCc,0,
15,What Super Bowl commercial do you love?,2022-02-13,I love the progressive commercials where they have the kids acting like their parents they all make me laugh ,5,...
5,What Super Bowl commercial do you love?,2022-02-13,"I love the animal ones the most! However this year, Im all about the halftime show! I cant wait!!???????",5,...
130,What Super Bowl commercial do you love?,2022-02-13,The Pepsi commercials,5,
147,What Super Bowl commercial do you love?,2022-02-13,I loved the Budweiser 9/11 tribute commercial. ,3,...
170,What Super Bowl commercial do you love?,2022-02-13,"I haven't watched any!!!! I'm a total slob when it comes to Super Bowl? Maybe I've seen one with One Direction like 10 years ago? I might be wrong, sorry?",2,...
186,What Super Bowl commercial do you love?,2022-02-13,Google has really had some amazing commercials - the ones with the connected searches in the search bar. Also love old school Budweiser horses - they are so majestic! ,4,...
156,What Super Bowl commercial do you love?,2022-02-13,"I dont know if I can answer honestly that I love any commercial. However, I used to look forward to seeing the Clydesdale Budweiser Horses when I was younger. ",2,...
4,What Super Bowl commercial do you love?,2022-02-13,My favorite is the skittles. Mmmmm.?,5,...
11,What Super Bowl commercial do you love?,2022-02-13,I am blanking. Maybe Ill have an updated answer after the game. ,3,...
144,What do you love to do for others?,2022-02-12,Blow ***( This message contains sensitive information) ,3,...
51,What do you love to do for others?,2022-02-12,"I love listening / supporting others. I think Im pretty patient & a good listener and I think Im okay at offering support when someone confides in me. I like to support people in other ways too. If someone has an endeavor or business or non-profit they are trying to get people behind, I try to help out. Giving feels good ? ",4,...
219,What do you love to do for others?,2022-02-12,I love being a safe place for anyone and everyone to be heard. No one should feel like they have no one to talk to. ,5,...
22,What do you love to do for others?,2022-02-12,listen to them ?,5,...
75,What do you love to do for others?,2022-02-12,I love when I'm able to listen and console a friend who is hurting.,5,
67,What do you love to do for others?,2022-02-12,I love to cook! I also love to entertain in general and host fun gatherings and cocktail parties ,3,...
172,What do you love to do for others?,2022-02-12,I loveeeeee to cook for others. Everyone loves food. & watching someone devour something delicious Ive made and enjoy every moment of it just gives me the most peace (:,3,...
114,What do you love to do for others?,2022-02-12,Check on them on a regular basis always making sure my friends feel good,5,...
118,What do you love to do for others?,2022-02-12,I take a lot of pride in being there for the people i care about no matter what. Ride or die baby,0,
6,What do you love to do for others?,2022-02-12,This isnt something I do all the time but the other night I did my friends dishes because they cooked this lovely meal and invited people over but they didnt finished it all and so I was invited over to help finish the leftovers. And after a little wine they got sleepy and I was like let me clean up because they dont need to do it I wanted to let them sleep and so that was something nice that they appreciated!?and it felt so good because I love cleaning and doing it for someone felt very rewarding. ,5,...
28,What do you love to do for others?,2022-02-12,Cook,3,...
5,What do you love to do for others?,2022-02-12,"I love to helping the NEEDY not the selfish, greedy. ",5,...
186,What do you love to do for others?,2022-02-12,i love when i know that one little thing that will make someone smile and then make a point to do or give that thing that makes them feel like hey. i see you. and you matter. ,3,...
15,What do you love to do for others?,2022-02-12,I cook / bake a lot,5,...
170,What do you love to do for others?,2022-02-12,"I love taking pictures and bringing peoples confidence up! This is my mom and her best friend, both of them feel shy in front of a camera, but they desperately always want to have pictures of events. I secretly take some while no one is watching and then at the end send them out like nothings happened.",3,...
31,What do you love to do for others?,2022-02-12,"I love to create happy and enjoyable spaces and experiences for people (good fit for an Innkeeper, yes)?",5,...
130,What do you love to do for others?,2022-02-12,Help with whatever is needed.,5,
156,What do you love to do for others?,2022-02-12,"I love teaching others how to incorporate gentle, sustainable nutrition into their lives. I love empowering mothers; helping them gain confidence in themselves and with nursing their babies. I love surprising my husband on his birthday every year (is it still a surprise after all these years? Probably not but I love doing it anyway). I love making holidays feel special for my son. I love paying a compliment to a stranger to try to make their day. ",5,...
147,What do you love to do for others?,2022-02-12,Help them have great experiences in my two favorite places - NYC and Provincetown. ,4,...
9,What do you love to do for others?,2022-02-12,Cook,5,...
11,What do you love to do for others?,2022-02-12,"I love to help people solve problems. One of my favorite ways to do this is to help people in their homesmerging styles for a couple, redesigning a space for a family to provide better form and function, organizing, etc. ",5,...
4,What do you love to do for others?,2022-02-12,I love to help others discover what they are good at and encourage them to do more of it! I also LOVE to cook for others! ?,5,...
77,What do you love about yourself?,2022-02-11,Im very laid back ,5,...
157,What do you love about yourself?,2022-02-11,"I think Im a kind and caring person. Im normally the mom out of my friends, making sure everyone is okay and taken care ofand I love that about myself! ?",5,"I’m finding a love theme for February, which I’m loving???"
172,What do you love about yourself?,2022-02-11,"Being a human and being aware of my conscious efforts to being the best part of me, not only for me but for others as well. ",5,♥️♥️♥️
170,What do you love about yourself?,2022-02-11,"I used to hate these two things, but now I love them! 1. My height, I now love all 182 cm 2. My accent, it's unique and I am not a native speaker hence shouldn't sound like one",5,...
185,What do you love about yourself?,2022-02-11,Easy to forgive. Doesnt take much to feel excited about all those little things.,5,...
15,What do you love about yourself?,2022-02-11,Physically: my freckle on the inside of my right thumb Mentally: how when I get angry or someone tells me I cant do something I am more productive and get shit done ,5,...
9,What do you love about yourself?,2022-02-11,I dont give a fuck Aside from that punctuality,3,...
126,What do you love about yourself?,2022-02-11,How much I care about others,4,...
75,What do you love about yourself?,2022-02-11,"Why such a tough question? ? I love my curly hair, I love that I don't take myself too seriously and am willing to ham it up for an audience without worrying about looking like a fool. ",5,
210,What do you love about yourself?,2022-02-11,How empathetic I am ,3,...
14,What do you love about yourself?,2022-02-11,A few things but Im not one to boast about myself,5,...
51,What do you love about yourself?,2022-02-11,"I love what drives me, my intrinsic motivations. Its really really important to me that I build a life Im proud of. What does that look like? Basically, making the world a better place. Be good husband & father. Be able to provide for my family. Role model what it means to be kind, thoughtful, humble & grateful to my child(ren), family & friends. I want to do the right thing, give back, spread positivity, be an agent of positive change & keep that energy moving forward after Im gone by raising a son who will help make the world a better place in his own way. and I kinda love that those are the things that drive me. Its probably partially due to childhood hardships - as is the case with many of us, Im sure - but Im thankful that its made me want to be the best person I can be",5,...
118,What do you love about yourself?,2022-02-11,Everything. Im pretty great ,0,
5,What do you love about yourself?,2022-02-11,My compassion & empathy for the sick and dying. Its not an easy task to share with the individual but one that must be done. They may not remember your name but theyll never forget how you treated them.,5,...
22,What do you love about yourself?,2022-02-11,"i saw a quote this morning that said i love the person i am because i fought hard to become her and thats exactly how i feel this year. my first divorced valentines weekend, and honestly i feel more love now than the last 7 years (of having a s/o) combined.",5,...
67,What do you love about yourself?,2022-02-11,My determination and empathy! I also dont have bad hair either ??,3,...
4,What do you love about yourself?,2022-02-11,I love my resilience and emotional strength ?,5,...
130,What do you love about yourself?,2022-02-11,"My positive, helpful nature. Others before myself always.?",5,
156,What do you love about yourself?,2022-02-11,"I genuinely care and want to help others, Im not afraid to try new things & Im trustworthy. ",5,...
6,What do you love about yourself?,2022-02-11,My kindness I give to others. The other day the lady who was working at the testing site for my college was having a bad day so I brought her a coffee. I told her it was my treat to her and I seriously didnt mind but she appreciated it so much she gave me $5 for my kindness that made my day. She said I made hers too?,5,...
11,What do you love about yourself?,2022-02-11,Im able to bounce back from anything. Wellso far at least. ? ,5,...
